"Sales_U","Sales_USD","PctACV","FeaturePct","DisplayPct","Base_U","Base_USD","FnoD_U","FnoD_USD","FnoD_Pct","DnoF_U","DnoF_USD","DnoF_Pct","FandD_U","FandD_USD","FandD_Pct","PrDec_U","PrDec_USD","PrDec_Pct","Date"
20962,22951,100,0,8,23123,26729,0,0,0,3846,3052,8,0,0,0,0,0,0,"JUN2792.1"
28670,32557,100,0,12,20557,23520,0,0,0,5169,5320,12,0,0,0,0,0,0,"JUL0492.1"
60043,58375,100,100,83,21682,24887,10207,9967,17,0,0,0,49836,48408,83,0,0,0,"JUL1192.1"
42794,41813,100,100,56,21682,24887,14504,14271,44,0,0,0,28291,27542,56,0,0,0,"JUL1892.1"
20981,23481,100,0,13,21711,24933,0,0,0,4805,4541,13,0,0,0,0,0,0,"JUL2592.1"
19227,21881,100,0,8,20705,23750,0,0,0,3213,3125,8,0,0,0,0,0,0,"AUG0192.1"
20080,23109,100,0,8,20128,23024,0,0,0,3763,3672,8,0,0,0,0,0,0,"AUG0892.1"
20989,23986,100,0,8,19834,22808,0,0,0,3526,3434,8,0,0,0,0,0,0,"AUG1592.1"
21717,24985,100,0,0,18923,21648,0,0,0,0,0,0,0,0,0,0,0,0,"AUG2292.1"
66929,64090,100,100,62,19445,22288,16995,16344,38,0,0,0,49935,47746,62,0,0,0,"AUG2992.1"
41391,38293,100,0,50,19318,22167,0,0,0,26427,23903,50,0,0,0,0,0,0,"SEP0592.1"
19439,20882,100,0,10,19122,21930,0,0,0,3196,3151,10,0,0,0,0,0,0,"SEP1292.1"
17297,19677,100,0,8,17951,20584,0,0,0,3078,3000,8,0,0,0,0,0,0,"SEP1992.1"
16178,18630,100,0,3,17443,19905,0,0,0,1508,1500,3,0,0,0,0,0,0,"SEP2692.1"
16834,18702,100,0,8,16740,19134,0,0,0,2916,2272,8,0,0,0,0,0,0,"OCT0392.1"
15839,18280,100,0,8,16640,18973,0,0,0,2417,2357,8,0,0,0,0,0,0,"OCT1092.1"
14882,17419,100,0,8,16811,19222,0,0,0,2417,2470,8,0,0,0,0,0,0,"OCT1792.1"
16270,19105,100,0,8,16713,19300,0,0,0,2666,2733,8,0,0,0,0,0,0,"OCT2492.1"
16071,18888,100,0,3,17284,20115,0,0,0,1084,1133,3,0,0,0,0,0,0,"OCT3192.1"
17049,20139,100,0,3,17751,20682,0,0,0,910,951,3,0,0,0,0,0,0,"NOV0792.1"
16481,19485,100,0,3,19679,23144,0,0,0,984,1107,3,0,0,0,0,0,0,"NOV1492.1"
27231,31580,100,79,58,19633,23257,7277,8429,33,4600,5865,13,13394,14916,46,0,0,0,"NOV2192.1"
33253,38686,100,0,48,19803,23763,0,0,0,20138,24081,48,0,0,0,0,0,0,"NOV2892.1"
61413,61106,100,100,84,20549,24588,9440,9393,16,0,0,0,51972,51713,84,0,0,0,"DEC0592.1"
38696,38503,100,100,46,20549,24584,17974,17884,54,0,0,0,20722,20618,46,0,0,0,"DEC1292.1"
22827,26300,100,0,13,20764,24823,0,0,0,3221,3805,13,0,0,0,0,0,0,"DEC1992.1"
28666,33187,100,0,21,20076,23756,0,0,0,8544,9754,21,0,0,0,0,0,0,"DEC2692.1"
